Food Name,State,Type,Allergic Ingredients,Total Calories,Category
Seafood Tacos,Andaman,Non-Veg,Seafood,330,Meal
Fish and Chips,Andaman,Non-Veg,Seafood,350,Meal
Vegetable Kebab,Andaman,Veg,None,220,Meal
Spicy Crab Soup,Andaman,Non-Veg,Seafood,290,Meal
Coconut Rice Pudding,Andaman,Veg,Dairy,300,Meal
Chicken Kebab,Andaman,Non-Veg,None,300,Meal
Grilled Fish Fillet,Andaman,Non-Veg,Seafood,330,Meal
Vegetable Masala Dosa,Andaman,Veg,None,280,Breakfast
Seafood Biryani,Andaman,Non-Veg,Seafood,420,Meal
Mutton Soup,Andaman,Non-Veg,None,300,Meal
Spicy Lobster Soup,Andaman,Non-Veg,Seafood,340,Meal
Vegetable Uthappam,Andaman,Veg,None,260,Meal
Prawn Gyoza,Andaman,Non-Veg,Seafood,320,Meal
Chicken Masala Soup,Andaman,Non-Veg,None,300,Meal
Spicy Prawn Salad,Andaman,Non-Veg,Seafood,320,Snack
Seafood Fritters,Andaman,Non-Veg,Seafood,300,Meal
Chicken Curry,Andaman,Non-Veg,None,350,Meal
Vegetable Spring Rolls,Andaman,Veg,None,220,Meal
Prawn Salad,Andaman,Non-Veg,Seafood,290,Snack
Spicy Mutton Ribs,Andaman,Non-Veg,None,380,Meal
Vegetable Samosa,Andaman,Veg,None,250,Meal
Mutton Kofta,Andaman,Non-Veg,Dairy,330,Meal
Coconut Prawn Curry,Andaman,Non-Veg,Seafood,340,Meal
Vegetable Dosa,Andaman,Veg,None,250,Breakfast
Lobster Stir Fry,Andaman,Non-Veg,Seafood,360,Meal
Chicken Satay Skewers,Andaman,Non-Veg,None,300,Meal
Prawn Fried Rice,Andaman,Non-Veg,Seafood,340,Meal
Vegetable Pakora,Andaman,Veg,None,270,Meal
Fish Curry Rice,Andaman,Non-Veg,Seafood,340,Meal
Spicy Lobster Biryani,Andaman,Non-Veg,Seafood,420,Meal
Mutton Korma,Andaman,Non-Veg,Dairy,350,Meal
Vegetable Pulao,Andaman,Veg,None,250,Meal
Grilled Lobster,Andaman,Non-Veg,Seafood,360,Meal
Chicken Curry with Rice,Andaman,Non-Veg,None,400,Meal
Spicy Vegetable Soup,Andaman,Veg,None,200,Meal
Prawn Biryani,Andaman,Non-Veg,Seafood,410,Meal
Lobster and Prawn Skewers,Andaman,Non-Veg,Seafood,340,Meal
Grilled Mutton,Andaman,Non-Veg,None,340,Meal
Chicken and Vegetable Stir Fry,Andaman,Non-Veg,None,280,Meal
Spicy Crab Curry,Andaman,Non-Veg,Seafood,330,Meal
Hyderabadi Biryani,Telangana,Non-Veg,"Nuts, Dairy",500,Meal
Bagara Baingan,Telangana,Veg,None,200,Meal
Kheema Samosa,Telangana,Non-Veg,Gluten,300,Meal
Pesarattu,Telangana,Veg,None,250,Meal
Gongura Pachadi,Telangana,Veg,None,100,Meal
Qubooli,Telangana,Veg,Nuts,300,Meal
Hyderabadi Marag,Telangana,Non-Veg,None,450,Meal
Lemon Rice,Telangana,Veg,None,350,Meal
Telangana Chicken Curry,Telangana,Non-Veg,None,400,Meal
Poornalu,Telangana,Veg,Nuts,150,Meal
Ulavacharu,Telangana,Veg,None,180,Meal
Pulao,Telangana,Veg,None,300,Meal
Shahi Tukda,Telangana,Veg,Dairy,350,Meal
Saree Pappu,Telangana,Veg,None,250,Meal
Chili Chicken,Telangana,Non-Veg,None,350,Meal
Dosa,Telangana,Veg,None,200,Breakfast
Rajma,Telangana,Veg,None,300,Meal
Bhindi Fry,Telangana,Veg,None,180,Meal
Kalakand,Telangana,Veg,Dairy,250,Meal
Karela Fry,Telangana,Veg,None,200,Meal
Chicken Korma,Telangana,Non-Veg,"Nuts, Dairy",400,Meal
Mutton Biryani,Telangana,Non-Veg,Nuts,500,Meal
Rawa Kesari,Telangana,Veg,Dairy,300,Meal
Chana Dal,Telangana,Veg,None,250,Meal
Pongal,Telangana,Veg,None,300,Meal
Methi Thepla,Telangana,Veg,None,250,Meal
Khubani Ka Meetha,Telangana,Veg,None,350,Meal
Nizami Kebab,Telangana,Non-Veg,Nuts,400,Meal
Methi Paratha,Telangana,Veg,None,300,Breakfast
Masala Dosa,Telangana,Veg,None,250,Breakfast
Mutton Kheema,Telangana,Non-Veg,None,400,Meal
Chole Bhature,Telangana,Veg,Gluten,400,Meal
Gutti Vankaya,Telangana,Veg,None,200,Meal
Chicken Tikka,Telangana,Non-Veg,None,350,Meal
Masoor Dal,Telangana,Veg,None,250,Meal
Thalipeeth,Telangana,Veg,Gluten,300,Meal
Chakna,Telangana,Non-Veg,None,350,Meal
Aloo Gobi,Telangana,Veg,None,200,Meal
Rajma Chawal,Telangana,Veg,None,350,Meal
Chole Masala,Telangana,Veg,None,300,Meal
Prawns Curry,Telangana,Non-Veg,None,400,Meal
Tomato Rice,Telangana,Veg,None,300,Meal
Ghee Rice,Telangana,Veg,Dairy,350,Meal
Dal Tadka,Telangana,Veg,None,250,Meal
Hyderabadi Khichdi,Telangana,Veg,None,350,Meal
Chana Sundal,Telangana,Veg,None,200,Meal
Pesarattu Dosa,Telangana,Veg,None,250,Breakfast
Vankaya Curry,Telangana,Veg,None,200,Meal
Chicken Pakora,Telangana,Non-Veg,Gluten,400,Meal
Kabab,Telangana,Non-Veg,Nuts,350,Meal
Dahi Puri,Telangana,Veg,"Dairy, Gluten",250,Meal
Kurkuri Bhindi,Telangana,Veg,None,200,Meal
Bonda,Telangana,Veg,Gluten,300,Meal
Chicken Kebab,Telangana,Non-Veg,None,400,Meal
Palak Paneer,Telangana,Veg,Dairy,350,Meal
Methi Dal,Telangana,Veg,None,250,Meal
Kakara Poothi,Telangana,Veg,None,200,Meal
Rawa Idli,Telangana,Veg,Gluten,250,Breakfast
Sambhar,Telangana,Veg,None,150,Meal
Chole Tikki,Telangana,Veg,Gluten,300,Meal
Chicken Hyderabadi,Telangana,Non-Veg,None,400,Meal
Roti,Telangana,Veg,Gluten,150,Meal
Bhindi Masala,Telangana,Veg,None,200,Meal
Khichdi,Telangana,Veg,None,300,Meal
Rajma Tikki,Telangana,Veg,Gluten,250,Meal
Biryani Masala,Telangana,Veg,None,100,Meal
Kali Puri,Telangana,Veg,Gluten,300,Meal
Chana Chaat,Telangana,Veg,None,200,Meal
Bhajji,Telangana,Veg,Gluten,250,Meal
Rawa Upma,Telangana,Veg,Gluten,300,Breakfast
Hyderabadi Haleem,Telangana,Non-Veg,Gluten,450,Meal
Prawn Masala,Telangana,Non-Veg,None,400,Meal
Paneer Tikka,Telangana,Veg,Dairy,350,Meal
Jowar Roti,Telangana,Veg,Gluten-Free,200,Meal
Kofta Curry,Telangana,Veg,Dairy,350,Meal
Vegetable Biryani,Telangana,Veg,None,350,Meal
Gosht Korma,Telangana,Non-Veg,"Nuts, Dairy",400,Meal
Vegetable Samosa,Telangana,Veg,Gluten,250,Meal
Bitter Gourd Curry,Telangana,Veg,None,180,Meal
Vegetable Korma,Telangana,Veg,Dairy,300,Meal
Chicken 65,Telangana,Non-Veg,Gluten,350,Meal
Haleem,Telangana,Non-Veg,Gluten,450,Meal
Onion Pakoda,Telangana,Veg,Gluten,300,Meal
Palak Chole,Telangana,Veg,None,300,Meal
Aloo Tamatar,Telangana,Veg,None,200,Meal
Prawn Fry,Telangana,Non-Veg,None,350,Meal
Chana Palak,Telangana,Veg,None,250,Meal
Idli,Telangana,Veg,Gluten,200,Breakfast
Kache Aloo,Telangana,Veg,None,250,Meal
Rava Kesari,Telangana,Veg,Dairy,300,Meal
Chole Chaat,Telangana,Veg,None,200,Meal
Daal Bati,Telangana,Veg,Gluten,350,Meal
Khatta Dhokla,Telangana,Veg,Gluten,250,Meal
Bhindi Masala,Telangana,Veg,None,200,Meal
Chicken Seekh Kebab,Telangana,Non-Veg,None,350,Meal
Cheese Dosa,Telangana,Veg,Dairy,300,Breakfast
Beef Curry,Telangana,Non-Veg,None,400,Meal
Onion Chutney,Telangana,Veg,None,100,Meal
Chana Masala,Telangana,Veg,None,300,Meal
Vada Pav,Telangana,Veg,Gluten,300,Meal
Gongura Mutton,Telangana,Non-Veg,None,450,Meal
Kuttu Paratha,Telangana,Veg,Gluten-Free,250,Breakfast
Tomato Chutney,Telangana,Veg,None,80,Meal
Paneer Butter Masala,Telangana,Veg,Dairy,350,Meal
Mutton Korma,Telangana,Non-Veg,"Nuts, Dairy",400,Meal
Chappati,Telangana,Veg,Gluten,150,Meal
Aloo Methi,Telangana,Veg,None,200,Meal
Kaddu Ki Sabzi,Telangana,Veg,None,180,Meal
Chicken Masala,Telangana,Non-Veg,None,400,Meal
Paneer Tikka Masala,Telangana,Veg,Dairy,350,Meal
Biryani,Telangana,Veg,None,350,Meal
Chicken Keema,Telangana,Non-Veg,None,350,Meal
Kachori,Telangana,Veg,Gluten,250,Meal
Idiyappam,Tamil Nadu,Veg,None,200,Meal
Pongal,Tamil Nadu,Veg,None,250,Meal
Dosa,Tamil Nadu,Veg,None,150,Breakfast
Sambar,Tamil Nadu,Veg,None,100,Meal
Rasam,Tamil Nadu,Veg,None,80,Meal
Medu Vada,Tamil Nadu,Veg,None,180,Meal
Upma,Tamil Nadu,Veg,None,220,Breakfast
Thayir Sadam,Tamil Nadu,Veg,Dairy,200,Meal
Kuzhambu,Tamil Nadu,Veg,None,120,Meal
Curd Rice,Tamil Nadu,Veg,Dairy,250,Meal
Vada Curry,Tamil Nadu,Veg,None,300,Meal
Kootu,Tamil Nadu,Veg,None,150,Meal
Chettinad Chicken,Tamil Nadu,Non-Veg,None,400,Meal
Chicken Biryani,Tamil Nadu,Non-Veg,None,600,Meal
Fish Curry,Tamil Nadu,Non-Veg,None,350,Meal
Mutton Kola Urundai,Tamil Nadu,Non-Veg,None,450,Meal
Prawn Masala,Tamil Nadu,Non-Veg,None,400,Meal
Egg Curry,Tamil Nadu,Non-Veg,None,350,Meal
Mutton Biryani,Tamil Nadu,Non-Veg,None,650,Meal
Kothu Parotta,Tamil Nadu,Non-Veg,None,500,Meal
Masala Dosa,Tamil Nadu,Veg,None,200,Breakfast
Pesarattu,Tamil Nadu,Veg,None,180,Meal
Pongal Sadam,Tamil Nadu,Veg,None,250,Meal
Aviyal,Tamil Nadu,Veg,None,180,Meal
Vellai Kurma,Tamil Nadu,Veg,None,220,Meal
Vegetable Biryani,Tamil Nadu,Veg,None,300,Meal
Pulao,Tamil Nadu,Veg,None,250,Meal
Tomato Rice,Tamil Nadu,Veg,None,230,Meal
Curd Vada,Tamil Nadu,Veg,Dairy,250,Meal
Kollu Sundal,Tamil Nadu,Veg,None,180,Meal
Bisi Bele Bath,Tamil Nadu,Veg,None,280,Meal
Sundal,Tamil Nadu,Veg,None,150,Meal
Kara Kuzhambu,Tamil Nadu,Veg,None,120,Meal
Methi Thepla,Tamil Nadu,Veg,None,220,Meal
Rawa Kesari,Tamil Nadu,Veg,Dairy,300,Meal
Kootu Curry,Tamil Nadu,Veg,None,160,Meal
Coconut Rice,Tamil Nadu,Veg,None,220,Meal
Chappathi,Tamil Nadu,Veg,None,150,Meal
Rasam Rice,Tamil Nadu,Veg,None,250,Meal
Javvarisi Payasam,Tamil Nadu,Veg,Dairy,300,Meal
Poondu Kuzhambu,Tamil Nadu,Veg,None,100,Meal
Sambar Rice,Tamil Nadu,Veg,None,280,Meal
Pesarattu Dosai,Tamil Nadu,Veg,None,200,Breakfast
Mutton Chukka,Tamil Nadu,Non-Veg,None,350,Meal
Chicken Kothu Parotta,Tamil Nadu,Non-Veg,None,500,Meal
Fish Fry,Tamil Nadu,Non-Veg,None,400,Meal
Egg Dosai,Tamil Nadu,Non-Veg,None,300,Breakfast
Mutton Curry,Tamil Nadu,Non-Veg,None,500,Meal
Prawn Curry,Tamil Nadu,Non-Veg,None,350,Meal
Masala Egg,Tamil Nadu,Non-Veg,None,300,Meal
Fish Biryani,Tamil Nadu,Non-Veg,None,650,Meal
Chicken Chettinad,Tamil Nadu,Non-Veg,None,450,Meal
Kothu Chicken,Tamil Nadu,Non-Veg,None,500,Meal
Kothu Mutton,Tamil Nadu,Non-Veg,None,550,Meal
Sambar Idiyappam,Tamil Nadu,Veg,None,250,Meal
Puliyodarai,Tamil Nadu,Veg,None,220,Meal
Coconut Chutney,Tamil Nadu,Veg,None,150,Meal
Mango Rice,Tamil Nadu,Veg,None,250,Meal
Puli Sadam,Tamil Nadu,Veg,None,220,Meal
Curd Vada,Tamil Nadu,Veg,Dairy,250,Meal
Mango Pachadi,Tamil Nadu,Veg,None,180,Meal
Thayir Vada,Tamil Nadu,Veg,Dairy,220,Meal
Ghee Rice,Tamil Nadu,Veg,Dairy,300,Meal
Kuzhi Paniyaram,Tamil Nadu,Veg,None,250,Meal
Vegetable Kurma,Tamil Nadu,Veg,None,200,Meal
Raw Banana Fry,Tamil Nadu,Veg,None,200,Meal
Kootu Curry,Tamil Nadu,Veg,None,180,Meal
Green Gram Sundal,Tamil Nadu,Veg,None,150,Meal
Pongal Vada,Tamil Nadu,Veg,None,230,Meal
Kara Pidi,Tamil Nadu,Veg,None,180,Meal
Chettinad Egg Curry,Tamil Nadu,Non-Veg,None,350,Meal
Mutton Korma,Tamil Nadu,Non-Veg,None,400,Meal
Prawn Biryani,Tamil Nadu,Non-Veg,None,650,Meal
Chicken Ularthiyathu,Tamil Nadu,Non-Veg,None,500,Meal
Mutton Stew,Tamil Nadu,Non-Veg,None,400,Meal
Fish Moilee,Tamil Nadu,Non-Veg,None,350,Meal
Mutton Keema,Tamil Nadu,Non-Veg,None,450,Meal
Coconut Rice,Tamil Nadu,Veg,None,250,Meal
Vegetable Sambar,Tamil Nadu,Veg,None,180,Meal
Pudina Rice,Tamil Nadu,Veg,None,220,Meal
Tomato Chutney,Tamil Nadu,Veg,None,80,Meal
Venn Pongal,Tamil Nadu,Veg,None,250,Meal
Poha,Tamil Nadu,Veg,None,220,Breakfast
Rajma Rice,Tamil Nadu,Veg,None,300,Meal
Khichdi,Tamil Nadu,Veg,None,250,Meal
Vegetable Pulao,Tamil Nadu,Veg,None,280,Meal
Kootu,Tamil Nadu,Veg,None,150,Meal
Tamarind Rice,Tamil Nadu,Veg,None,250,Meal
Capsicum Rice,Tamil Nadu,Veg,None,240,Meal
Onion Sambar,Tamil Nadu,Veg,None,120,Meal
Methi Rice,Tamil Nadu,Veg,None,220,Meal
Chana Sundal,Tamil Nadu,Veg,None,180,Meal
Mango Rice,Tamil Nadu,Veg,None,220,Meal
Vadai Curry,Tamil Nadu,Veg,None,250,Meal
Kollu Sundal,Tamil Nadu,Veg,None,150,Meal
Pesarattu,Tamil Nadu,Veg,None,180,Meal
Thukpa,Sikkim,Non-Veg,None,250,Meal
Momos,Sikkim,Non-Veg,None,200,Meal
Phagshapa,Sikkim,Non-Veg,None,300,Meal
Kinema,Sikkim,Vegan,Soy,150,Meal
Gundruk,Sikkim,Vegan,None,100,Meal
Sel Roti,Sikkim,Vegan,Gluten,300,Meal
Chhurpi,Sikkim,Non-Veg,Dairy,400,Meal
Aloo Dum,Sikkim,Veg,None,250,Meal
Sichuan Noodles,Sikkim,Veg,Gluten,350,Meal
Yak Cheese Pizza,Sikkim,Non-Veg,Dairy,500,Meal
Bamboo Shoot Curry,Sikkim,Veg,None,200,Meal
Tibetan Bread,Sikkim,Vegan,Gluten,350,Meal
Pork with Bamboo Shoot,Sikkim,Non-Veg,None,400,Meal
Mutton Curry,Sikkim,Non-Veg,None,450,Meal
Dal Bhat,Sikkim,Veg,None,300,Meal
Bheda Ko Achar,Sikkim,Non-Veg,None,250,Meal
Momo Soup,Sikkim,Non-Veg,None,200,Meal
Tomato Chutney,Sikkim,Vegan,None,100,Meal
Aloo Tama,Sikkim,Veg,None,250,Meal
Mutton Tsukpa,Sikkim,Non-Veg,None,350,Meal
Chili Chicken,Sikkim,Non-Veg,None,400,Meal
Vegetable Fried Rice,Sikkim,Veg,None,350,Meal
Chicken Khaja,Sikkim,Non-Veg,None,300,Meal
Egg Curry,Sikkim,Non-Veg,None,350,Meal
Pumpkin Soup,Sikkim,Veg,None,150,Meal
Paneer Tikka,Sikkim,Veg,Dairy,250,Meal
Samosa,Sikkim,Veg,Gluten,300,Meal
Beef Momos,Sikkim,Non-Veg,None,250,Meal
Kodo Ko Roti,Sikkim,Vegan,Gluten,250,Meal
Mixed Vegetable Curry,Sikkim,Veg,None,200,Meal
Pork Dumplings,Sikkim,Non-Veg,None,300,Meal
Kachila,Sikkim,Non-Veg,None,350,Meal
Pulao,Sikkim,Veg,None,300,Meal
Chicken Thukpa,Sikkim,Non-Veg,None,350,Meal
Beef Thukpa,Sikkim,Non-Veg,None,400,Meal
Vegetable Momos,Sikkim,Veg,None,200,Meal
Chana Masala,Sikkim,Vegan,None,250,Meal
Chicken Pulao,Sikkim,Non-Veg,None,350,Meal
Potato Salad,Sikkim,Veg,None,150,Snack
Chili Paneer,Sikkim,Veg,Dairy,350,Meal
Daal Soup,Sikkim,Vegan,None,200,Meal
Roti,Sikkim,Vegan,Gluten,250,Meal
Chicken Dumplings,Sikkim,Non-Veg,None,300,Meal
Fish Curry,Sikkim,Non-Veg,None,350,Meal
Vegetable Stew,Sikkim,Veg,None,200,Meal
Pork Ribs,Sikkim,Non-Veg,None,400,Meal
Spinach Curry,Sikkim,Veg,None,150,Meal
Yak Meat Stew,Sikkim,Non-Veg,None,350,Meal
Vegetable Pakora,Sikkim,Veg,Gluten,300,Meal
Beef Curry,Sikkim,Non-Veg,None,400,Meal
Fried Fish,Sikkim,Non-Veg,None,350,Meal
Tomato Soup,Sikkim,Vegan,None,100,Meal
Chicken Skewers,Sikkim,Non-Veg,None,250,Meal
Vegetable Steamed Momos,Sikkim,Veg,None,200,Meal
Beef Stew,Sikkim,Non-Veg,None,350,Meal
Ginger Tea,Sikkim,Vegan,None,50,Meal
Yak Meat Momos,Sikkim,Non-Veg,None,250,Meal
Pumpkin Pie,Sikkim,Veg,Gluten,300,Meal
Chana Salad,Sikkim,Vegan,None,200,Snack
Chana Dal,Sikkim,Vegan,None,250,Meal
Vegetable Pulao,Sikkim,Veg,None,300,Meal
Mutton Momos,Sikkim,Non-Veg,None,250,Meal
Vegetable Soup,Sikkim,Veg,None,150,Meal
Tibetan Dumplings,Sikkim,Non-Veg,None,200,Meal
Egg Momos,Sikkim,Non-Veg,None,250,Meal
Vegetable Sandwich,Sikkim,Veg,Gluten,250,Meal
Vegetable Samosa,Sikkim,Veg,Gluten,300,Meal
Yak Meat Burger,Sikkim,Non-Veg,None,400,Meal
Vegetable Steamed Buns,Sikkim,Veg,Gluten,200,Meal
Pork Sausages,Sikkim,Non-Veg,None,350,Meal
Beef Kebabs,Sikkim,Non-Veg,None,300,Meal
Vegetable Pakoras,Sikkim,Veg,Gluten,300,Meal
Chicken Soup,Sikkim,Non-Veg,None,200,Meal
Beef Stir Fry,Sikkim,Non-Veg,None,350,Meal
Pumpkin Curry,Sikkim,Veg,None,200,Meal
Vegetable Korma,Sikkim,Veg,None,250,Meal
Chicken Salad,Sikkim,Non-Veg,None,250,Snack
Pork Ramen,Sikkim,Non-Veg,None,400,Meal
Chili Beef,Sikkim,Non-Veg,None,350,Meal
Pork Skewers,Sikkim,Non-Veg,None,300,Meal
Vegetable Salad,Sikkim,Veg,None,150,Snack
Chicken Burger,Sikkim,Non-Veg,None,400,Meal
Mutton Stew,Sikkim,Non-Veg,None,350,Meal
Vegetable Curry,Sikkim,Veg,None,200,Meal
Pork Chops,Sikkim,Non-Veg,None,400,Meal
Egg Salad,Sikkim,Non-Veg,None,200,Snack
Mutton Ribs,Sikkim,Non-Veg,None,400,Meal
Spinach Soup,Sikkim,Veg,None,150,Meal
Beef Stir Fry,Sikkim,Non-Veg,None,300,Meal
Vegetable Tempura,Sikkim,Veg,Gluten,300,Meal
Chicken Kababs,Sikkim,Non-Veg,None,300,Meal
Vegetable Biryani,Sikkim,Veg,None,350,Meal
Chicken Fried Rice,Sikkim,Non-Veg,None,350,Meal
Pork Belly,Sikkim,Non-Veg,None,400,Meal
Beef Chili,Sikkim,Non-Veg,None,350,Meal
Vegetable Wrap,Sikkim,Veg,Gluten,250,Meal
Chicken Curry,Sikkim,Non-Veg,None,350,Meal
Vegetable Tofu Stir Fry,Sikkim,Vegan,Soy,250,Meal
Pork Ribs,Sikkim,Non-Veg,None,400,Meal
Mutton Kebabs,Sikkim,Non-Veg,None,350,Meal
Vegetable Udon,Sikkim,Veg,Gluten,300,Meal
Chicken Satay,Sikkim,Non-Veg,None,250,Meal
Yak Meat Stew,Sikkim,Non-Veg,None,350,Meal
Pork Adobo,Sikkim,Non-Veg,None,350,Meal
Chicken Teriyaki,Sikkim,Non-Veg,None,300,Meal
Beef Soup,Sikkim,Non-Veg,None,300,Meal
Chicken Ramen,Sikkim,Non-Veg,None,350,Meal
Vegetable Stir Fry,Sikkim,Veg,None,250,Meal
Pork Dumplings,Sikkim,Non-Veg,None,250,Meal
Chicken Tikka,Sikkim,Non-Veg,None,250,Meal
Beef Korma,Sikkim,Non-Veg,None,400,Meal
Pork Stir Fry,Sikkim,Non-Veg,None,350,Meal
Chicken Samosa,Sikkim,Non-Veg,None,300,Meal
Pork Stew,Sikkim,Non-Veg,None,350,Meal
Chicken Pot Pie,Sikkim,Non-Veg,None,400,Meal
Beef Curry,Sikkim,Non-Veg,None,400,Meal
Aloo Tama,Sikkim,Veg,None,250,Meal
Chicken Kebabs,Sikkim,Non-Veg,None,300,Meal
Beef Chops,Sikkim,Non-Veg,None,400,Meal
Vegetable Skewers,Sikkim,Veg,None,250,Meal
Vegetable Burger,Sikkim,Veg,Gluten,300,Meal
Chicken Wrap,Sikkim,Non-Veg,None,300,Meal
Beef Samosa,Sikkim,Non-Veg,None,300,Meal
Pork Stir Fry,Sikkim,Non-Veg,None,350,Meal
Beef Ribs,Sikkim,Non-Veg,None,400,Meal
Chicken Korma,Sikkim,Non-Veg,None,300,Meal
Yak Meat Ribs,Sikkim,Non-Veg,None,400,Meal
Beef Pot Roast,Sikkim,Non-Veg,None,400,Meal
Pork Tacos,Sikkim,Non-Veg,None,300,Meal
Chicken Noodles,Sikkim,Non-Veg,None,350,Meal
Dal Baati Churma,Rajasthan,Veg,None,700,Meal
Gatte ki Sabzi,Rajasthan,Veg,None,400,Meal
Ker Sangri,Rajasthan,Veg,None,300,Meal
Laal Maas,Rajasthan,Non-Veg,None,600,Meal
Methi Thepla,Rajasthan,Veg,None,350,Meal
Bajra Roti,Rajasthan,Veg,None,250,Meal
Rajasthani Kachori,Rajasthan,Veg,None,500,Meal
Churma Laddu,Rajasthan,Veg,None,450,Meal
Roti with Pulao,Rajasthan,Veg,None,600,Meal
Murg Keema,Rajasthan,Non-Veg,None,550,Meal
Papad Ki Sabzi,Rajasthan,Veg,None,300,Meal
Methi Malai Chicken,Rajasthan,Non-Veg,None,650,Meal
Panchmel Dal,Rajasthan,Veg,None,350,Meal
Dahi Ke Kebab,Rajasthan,Veg,None,400,Meal
Jungli Maas,Rajasthan,Non-Veg,None,700,Meal
Sev Tameta,Rajasthan,Veg,None,300,Meal
Ghevar,Rajasthan,Veg,None,500,Meal
Kadhi Pakora,Rajasthan,Veg,None,400,Meal
Rajasthani Biryani,Rajasthan,Veg,None,600,Meal
Sangri Kachori,Rajasthan,Veg,None,500,Meal
Pyaaz Kachori,Rajasthan,Veg,None,450,Meal
Daal Kachori,Rajasthan,Veg,None,550,Meal
Litti Chokha,Rajasthan,Veg,None,650,Meal
Chane Ke Kebab,Rajasthan,Veg,None,350,Meal
Bajra Khichdi,Rajasthan,Veg,None,400,Meal
Rajasthani Khadi,Rajasthan,Veg,None,350,Meal
Aloo Pyaz ki Sabzi,Rajasthan,Veg,None,300,Meal
Gond Pak,Rajasthan,Veg,None,550,Meal
Besan Chilla,Rajasthan,Veg,None,400,Meal
Rajasthani Pulao,Rajasthan,Veg,None,600,Meal
Jodhpuri Mirchi Vada,Rajasthan,Veg,None,500,Meal
Rajma Chawal,Rajasthan,Veg,None,700,Meal
Lassi,Rajasthan,Veg,Dairy,150,Meal
Chaas,Rajasthan,Veg,Dairy,120,Meal
Samosa,Rajasthan,Veg,None,400,Meal
Dal Dhokli,Rajasthan,Veg,None,500,Meal
Methi Thepla with Curd,Rajasthan,Veg,None,400,Meal
Rajasthani Baingan Bharta,Rajasthan,Veg,None,350,Meal
Pyaz ke Pakode,Rajasthan,Veg,None,350,Meal
Pulao with Raita,Rajasthan,Veg,None,600,Meal
Khasta Kachori,Rajasthan,Veg,None,500,Meal
Palak Puri,Rajasthan,Veg,None,400,Meal
Vegetable Pulao,Rajasthan,Veg,None,550,Meal
Murg Malai Tikka,Rajasthan,Non-Veg,None,600,Meal
Aloo Gobhi,Rajasthan,Veg,None,350,Meal
Bhutte ka Kees,Rajasthan,Veg,None,300,Meal
Tandoori Chicken,Rajasthan,Non-Veg,None,650,Meal
Methi Paratha,Rajasthan,Veg,None,400,Breakfast
Aloo Tamatar Ki Sabzi,Rajasthan,Veg,None,350,Meal
Chana Masala,Rajasthan,Veg,None,400,Meal
Rajasthani Rajma,Rajasthan,Veg,None,550,Meal
Jaisalmeri Kachori,Rajasthan,Veg,None,500,Meal
Khaman Dhokla,Rajasthan,Veg,None,300,Meal
Gond Ki Laddu,Rajasthan,Veg,None,550,Meal
Daal Tadka,Rajasthan,Veg,None,400,Meal
Methi Pulao,Rajasthan,Veg,None,600,Meal
Kachori with Aloo Curry,Rajasthan,Veg,None,600,Meal
Samosa Chaat,Rajasthan,Veg,None,450,Meal
Dal Pakwan,Rajasthan,Veg,None,600,Meal
Chole Bhature,Rajasthan,Veg,None,700,Meal
Rajasthani Ghee Ke Ladoo,Rajasthan,Veg,Dairy,550,Meal
Baida Roti,Rajasthan,Non-Veg,None,600,Meal
Dahi Bhalla,Rajasthan,Veg,Dairy,350,Meal
Vegetable Pakora,Rajasthan,Veg,None,350,Meal
Bhindi Masala,Rajasthan,Veg,None,300,Meal
Lauki Kofta,Rajasthan,Veg,None,400,Meal
Rajasthani Pithi,Rajasthan,Veg,None,450,Meal
Chana Chaat,Rajasthan,Veg,None,350,Meal
Murg Curry,Rajasthan,Non-Veg,None,650,Meal
Rajasthani Halwa,Rajasthan,Veg,None,500,Meal
Papad Ki Sabzi,Rajasthan,Veg,None,300,Meal
Bhutte Ka Kees,Rajasthan,Veg,None,300,Meal
Gatte Ki Khichdi,Rajasthan,Veg,None,500,Meal
Methi Malai Kofta,Rajasthan,Veg,None,600,Meal
Sangri Ki Sabzi,Rajasthan,Veg,None,350,Meal
Rajasthani Kachori,Rajasthan,Veg,None,500,Meal
Vegetable Biryani,Rajasthan,Veg,None,650,Meal
Chole Chaat,Rajasthan,Veg,None,400,Meal
Methi Ki Chutney,Rajasthan,Veg,None,200,Meal
Rajasthani Kadi,Rajasthan,Veg,None,350,Meal
Rajasthani Kadhi Pakora,Rajasthan,Veg,None,400,Meal
Aloo Paratha,Punjab,Veg,Gluten,250,Breakfast
Chole Bhature,Punjab,Veg,Gluten,600,Meal
Butter Chicken,Punjab,Non-Veg,Dairy,500,Meal
Dal Makhani,Punjab,Veg,Dairy,350,Meal
Palak Paneer,Punjab,Veg,Dairy,400,Meal
Rajma,Punjab,Veg,None,350,Meal
Amritsari Macchi,Punjab,Non-Veg,Fish,450,Meal
Tandoori Chicken,Punjab,Non-Veg,None,400,Meal
Kadi Pakora,Punjab,Veg,Gluten,400,Meal
Methi Thepla,Punjab,Veg,Gluten,300,Meal
Pindi Chole,Punjab,Veg,None,350,Meal
Sarson Da Saag,Punjab,Veg,None,200,Meal
Makki Di Roti,Punjab,Veg,Gluten,250,Meal
Gobi Parantha,Punjab,Veg,Gluten,275,Meal
Aloo Gobi,Punjab,Veg,None,300,Meal
Bhindi Masala,Punjab,Veg,None,200,Meal
